City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,suva,-19.3775,177.4843,82,78,18,6.33,fj,1682651341
286,san jose de jachal,-29.7937,-68.5948,50,41,0,0.62,ar,1682651341
287,san rafael,-34.1636,-68.4848,64,46,4,3.96,ar,1682651341
288,kill devil hills,34.4631,-70.7397,65,68,65,8.02,us,1682651342
289,brookings,40.8572,-138.4301,54,91,100,5.92,us,1682651342
290,rongelap,26.9809,167.2737,72,73,0,5.44,mh,1682651343
291,al wafrah,28.6784,47.5566,79,20,0,3.07,kw,1682651344
292,awjilah,26.2106,19.3983,66,44,0,5.13,ly,1682651344
293,gislaved,57.5324,13.6368,34,92,0,1.79,se,1682651345
294,gonabad,34.5811,58.8348,72,13,57,2.8,ir,1682651346
295,temryuk,45.7934,37.1506,54,95,99,3.57,ru,1682651347
296,fortuna,38.796,-142.3737,56,94,97,8.71,us,1682651348
297,batangafo,7.2798,18.2873,74,77,99,0.26,cf,1682651351
298,sault ste. marie,47.6075,-83.6735,36,93,100,3.78,ca,1682651353
299,vigia,-0.9795,-48.1248,73,96,100,0.7,br,1682651353
300,dunedin,-59.5427,178.9342,42,97,100,10.9,nz,1682651353
301,salinopolis,4.2661,-45.7664,81,78,98,7.31,br,1682651354
302,chuguyevka,44.2731,134.0041,48,71,100,1.14,ru,1682651360
303,hachinohe,40.3791,141.4683,64,38,38,5.99,jp,1682651363
304,torghay,48.9905,64.3062,66,29,6,5.01,kz,1682651370
305,mahina,-14.3502,-145.224,83,77,44,6.35,pf,1682651371
306,aldinga beach,-35.7271,137.7156,60,49,94,4.75,au,1682651372
307,kingston,-36.4076,163.4763,64,69,77,4.41,nf,1682651372
308,masumbwe,-3.8191,32.2537,61,94,44,0.86,tz,1682651373
309,nalut,31.6394,10.2734,67,37,0,5.23,ly,1682651373
310,harper,-2.0844,-10.3381,81,76,18,5.35,lr,1682651373
311,arteche,14.9896,131.4208,84,80,8,8.68,ph,1682651374
312,mugia,46.5541,-12.3188,57,93,100,3.73,es,1682651374
313,al wajh,26.4722,35.8571,76,73,0,7.25,sa,1682651375
314,greymouth,-37.8996,164.6296,62,65,85,4.58,nz,1682651375
315,hamlin,43.5112,-77.9627,47,76,37,6.29,us,1682651375
316,terrace,57.4604,-128.7938,25,82,88,4.17,ca,1682651376
317,fort bragg,39.0347,-124.2761,53,92,6,5.86,us,1682651376
318,kapuskasing,63.3492,-84.8267,25,97,100,3.54,ca,1682651377
319,christchurch,-44.4517,173.3739,55,89,0,7.63,nz,1682651378
320,taro,-4.7892,157.1371,85,73,93,3.67,sb,1682651378
321,sayalkudi,8.6967,78.6649,84,74,100,5.84,in,1682651378
322,lexington,42.215,-99.5447,53,81,100,4.5,us,1682651378
323,umatac village,13.1684,142.8224,82,85,2,8.8,gu,1682651379
324,kigoma,-4.7186,28.7703,62,93,72,1.71,tz,1682651379
325,kolonia,8.5776,158.3836,82,81,97,9.78,fm,1682651380
326,xilin hot,46.1727,117.585,42,36,57,7.53,cn,1682651380
327,cabo san lucas,11.2582,-116.3369,80,70,92,4.97,mx,1682651380
328,huarmey,-15.7772,-89.4758,74,77,0,4.57,pe,1682651381
329,kirensk,61.3079,108.8199,35,74,65,4.31,ru,1682651381
330,shanghai,30.9238,121.9384,73,89,46,5.18,cn,1682651382
331,aconibe,1.1042,10.9288,67,99,100,0.94,gq,1682651382
332,baringo,0.5169,36.0787,69,76,82,0.24,ke,1682651382
333,rio gallegos,-51.1217,-68.7788,48,75,100,3.73,ar,1682651383
334,kone,-20.1573,164.0304,77,69,22,9.34,nc,1682651384
335,luena,-13.7398,20.1289,54,59,55,0.61,ao,1682651384
336,tingi,-11.5915,34.9852,64,84,27,2.95,tz,1682651386
337,benguela,-13.178,12.5292,79,80,90,4.9,ao,1682651386
338,flying fish cove,-17.4502,106.8438,78,79,100,8.82,cx,1682651386
339,salima,-13.5426,34.4217,68,84,59,3.04,mw,1682651387
340,progreso,23.8787,-90.3588,78,87,99,4.37,mx,1682651387
341,escanaba,45.1583,-86.7021,47,77,100,5.61,us,1682651387
342,porto belo,-27.2113,-48.3859,68,82,8,5.41,br,1682651387
343,broken hill,-29.7789,143.02,80,30,58,2.97,au,1682651388
344,afaahiti,-14.6552,-144.2859,83,77,44,6.65,pf,1682651388
345,roja,58.0241,23.1015,41,85,22,5.87,lv,1682651388
346,siwa oasis,28.8702,25.3183,59,56,0,3.98,eg,1682651389
347,murray bridge,-35.6822,140.3885,59,65,93,2.94,au,1682651389
348,kidal,19.5207,-0.7316,82,9,0,1.97,ml,1682651389
349,summerside,46.1681,-63.972,38,82,100,2.59,ca,1682651390
350,ad-damazin,11.1308,35.4214,76,68,97,1.13,sd,1682651390
351,woolgoolga,-30.8576,155.0169,71,57,70,5.52,au,1682651390
352,orapa,-21.7628,25.2663,66,50,2,3.32,bw,1682651390
353,mejit,11.9694,172.7236,80,82,60,8.99,mh,1682651391
354,namdrik,4.6459,166.7318,84,74,87,6.24,mh,1682651391
355,manaure,13.5945,-73.1262,80,79,9,8.07,co,1682651391
356,launceston,-41.847,147.5787,57,77,89,7.26,au,1682651391
357,smithers,55.4932,-127.7234,44,91,98,1.33,ca,1682651392
358,inhambane,-22.966,37.8824,76,70,2,6.6,mz,1682651392
359,n'diareme limamoulaye,16.7099,-18.942,70,85,2,8.84,sn,1682651392
360,uttarkashi,31.4416,78.6364,28,55,40,1.33,in,1682651392
361,tamazunchale,20.9789,-99.0273,75,93,78,1.51,mx,1682651392
362,konstantinovskiy,57.9821,39.8498,45,93,45,3.46,ru,1682651393
363,san luis de la loma,8.9471,-105.4595,84,72,4,2.4,mx,1682651393
364,vredendal,-32.4015,18.7042,52,95,0,0.55,za,1682651393
365,bakchar,56.7765,81.8921,62,51,96,4.7,ru,1682651394
366,pandan,18.1014,131.1456,83,81,10,7.14,ph,1682651394
367,camalu,29.7006,-118.652,58,86,53,5.0,mx,1682651394
368,taoudenni,24.0452,-6.2098,82,8,0,3.19,ml,1682651394
369,alvand,36.6098,49.0744,51,48,100,0.71,ir,1682651394
370,colonia,13.661,139.4145,83,78,0,9.98,fm,1682651395
371,souk ahras,36.4564,8.0759,48,55,51,2.41,dz,1682651395
372,rahachow,53.4027,29.929,34,88,5,2.93,by,1682651395
373,twon-brass,2.3727,4.1211,83,72,100,2.48,ng,1682651395
374,ubinskoye,55.436,79.5159,64,36,100,7.01,ru,1682651396
375,motygino,59.509,94.2293,34,96,100,1.99,ru,1682651396
376,augusto correa,0.3089,-46.3002,79,80,100,2.56,br,1682651396
377,nelson bay,-38.0103,158.2514,66,72,0,9.16,au,1682651397
378,vilyuysk,65.1137,120.8494,32,99,99,3.02,ru,1682651397
379,minas de matahambre,25.3122,-86.4217,79,86,54,7.96,cu,1682651397
380,hadibu,14.6561,53.5649,84,78,47,4.24,ye,1682651397
381,plastun,45.4242,137.1821,47,66,97,2.9,ru,1682651397
382,wuhai,39.5015,108.2216,37,43,65,19.36,cn,1682651397
383,cuajinicuilapa,15.5108,-98.6753,82,66,0,4.54,mx,1682651398
384,medeiros neto,-17.4933,-40.0235,71,87,0,3.92,br,1682651398
385,paka,5.7829,106.5619,84,76,63,3.97,my,1682651398
386,ancud,-43.1326,-96.7096,52,78,100,14.09,cl,1682651398
387,mokhsogollokh,60.1559,129.0152,35,93,100,2.5,ru,1682651399
388,juruti,-2.3813,-56.1637,73,96,83,1.14,br,1682651399
389,casper,42.5249,-106.5181,37,99,100,5.37,us,1682651399
390,pucheng,27.7155,118.8372,78,61,65,1.7,cn,1682651399
391,sisimiut,63.6915,-59.1958,29,85,100,5.22,gl,1682651400
392,urangan,-25.1006,154.7104,74,68,1,7.6,au,1682651400
393,markovo,57.2532,107.0831,39,56,76,3.37,ru,1682651400
394,greater sudbury,46.1605,-80.6762,43,61,98,1.56,ca,1682651401
395,berrouaghia,36.2238,3.1433,65,31,21,1.36,dz,1682651401
396,simanggang,1.0121,112.309,84,63,82,0.92,my,1682651402
397,campbellton,48.0133,-66.5807,36,91,97,0.37,ca,1682651402
398,teguise,31.3914,-13.0184,67,81,100,3.36,es,1682651403
399,praia da vitoria,44.7642,-22.6252,58,90,3,10.48,pt,1682651404
400,murzuq,24.0512,13.4019,72,17,0,4.55,ly,1682651404
401,hammerfest,74.053,20.9332,39,89,99,11.29,no,1682651405
402,nizhnesortymskiy,64.0629,70.2899,24,94,100,11.73,ru,1682651406
403,bayan nur,40.7264,108.3816,40,42,92,12.3,cn,1682651406
404,tasbuget,42.8056,65.1958,69,20,0,1.96,kz,1682651407
405,horta,51.0202,-31.4273,51,93,11,7.6,pt,1682651407
406,tobol,52.9126,62.1032,60,46,100,2.51,kz,1682651408
407,itoman,23.0664,129.2711,76,91,100,6.37,jp,1682651408
408,forbesganj,26.2312,87.2158,88,26,61,1.91,in,1682651409
409,vadodara,22.1924,73.2585,82,65,40,3.09,in,1682651409
410,gulf shores,26.0878,-87.2411,79,87,81,6.95,us,1682651409
411,kutiyana,21.5472,69.8985,81,69,0,1.64,in,1682651410
412,pontes e lacerda,-14.2103,-58.9702,70,88,1,1.79,br,1682651410
413,cooper's town,28.498,-76.8649,74,80,100,5.79,bs,1682651411
414,porto seguro,-17.5409,-35.2313,80,73,8,4.12,br,1682651412
415,borba,-4.7034,-59.08,74,91,73,0.85,br,1682651412
416,yanqul,23.59,56.0825,79,20,0,0.96,om,1682651413
417,kokopo,-4.8539,151.7946,86,67,74,1.33,pg,1682651414
418,alaghsas,17.0238,8.0648,83,12,68,3.48,ne,1682651414
419,t'ongch'on-up,39.2308,127.7753,55,53,100,0.52,kp,1682651414
420,dinguiraye,11.3812,-10.3824,79,12,100,1.68,gn,1682651415
421,postmasburg,-28.7376,23.4402,56,29,6,1.63,za,1682651416
422,hirara,23.697,125.18,76,82,100,5.32,jp,1682651416
423,codrington,27.4017,-45.7667,69,65,100,5.23,ag,1682651417
424,pisco,-26.605,-93.9966,70,63,2,8.19,pe,1682651417
425,shimoda,25.2936,140.9368,76,85,22,5.34,jp,1682651418
426,teluk nibung,3.5528,100.1555,83,71,100,2.06,id,1682651418
427,sooke,48.2098,-123.6566,60,65,0,2.57,ca,1682651419
428,yanbu,23.2717,37.4914,77,74,0,6.23,sa,1682651419
429,saudarkrokur,74.6072,-19.9212,5,97,100,2.92,is,1682651420
430,bam,27.9384,58.4435,77,27,99,2.05,ir,1682651420
431,novi sad,45.4211,19.8519,39,72,10,1.72,rs,1682651420
432,richards bay,-29.9186,34.7499,76,87,100,8.43,za,1682651421
433,la sarre,49.2644,-79.417,36,93,100,2.84,ca,1682651422
434,mata-utu,-10.2919,-177.165,83,75,37,5.82,wf,1682651422
435,kharp,66.3085,65.7688,23,82,100,3.28,ru,1682651423
436,lappeenranta,61.131,28.1867,37,99,100,2.06,fi,1682651423
437,sougueur,35.3304,1.562,66,22,15,1.92,dz,1682651424
438,ciudad lazaro cardenas,14.1109,-104.5302,80,66,5,2.49,mx,1682651424
439,prince rupert,54.9042,-130.4334,40,92,100,0.88,ca,1682651425
440,kalach-na-donu,49.0709,43.6481,56,68,84,3.38,ru,1682651425
441,al bawiti,29.455,28.4803,59,68,0,3.16,eg,1682651426
442,acarau,10.0226,-38.9481,77,77,36,7.05,br,1682651426
443,toga village,-6.9823,174.8218,85,73,83,6.71,tv,1682651427
444,turpan,39.9437,88.8114,66,13,0,7.06,cn,1682651427
445,troitskoye,52.9311,84.3146,61,51,100,5.22,ru,1682651428
446,urzhar,45.6088,82.081,71,16,6,9.71,kz,1682651428
447,webster,43.3721,-77.1857,48,66,0,1.54,us,1682651429
448,adrar,26.3882,-3.6023,80,12,0,5.28,dz,1682651429
449,bandirma,40.3162,27.9362,48,93,75,1.03,tr,1682651430
450,ghardaia,32.6645,3.1818,73,16,5,2.82,dz,1682651430
451,vorkuta,85.3628,70.1543,18,96,100,4.07,ru,1682651431
452,mynamaki,60.8164,21.9417,34,94,0,1.92,fi,1682651431
453,berdigestyakh,61.6942,125.5473,37,94,57,1.78,ru,1682651431
454,obo,3.8303,26.3879,69,84,100,0.73,cf,1682651432
455,tinsukia,27.5389,95.3844,73,53,99,1.77,in,1682651433
456,rio san juan,19.8633,-69.9687,79,77,100,4.23,do,1682651433
457,metlili chaamba,31.5362,2.3801,77,14,0,2.74,dz,1682651433
458,kayangel,9.0553,132.4864,85,76,90,5.49,pw,1682651434
459,ghorawal,24.4995,82.6808,89,27,100,3.86,in,1682651435
460,aljezur,37.2997,-9.1264,63,86,89,5.9,pt,1682651435
461,west bay,19.7364,-83.1533,82,71,98,6.62,ky,1682651436
462,trairi,5.9999,-35.0293,80,72,36,6.64,br,1682651436
463,fernley,40.4605,-118.9241,69,19,84,3.54,us,1682651437
464,umarkot,19.5922,82.047,81,45,97,3.2,in,1682651437
465,zhigalovo,54.7866,105.542,41,54,97,2.59,ru,1682651438
466,ytyk-kyuyel',63.1778,133.2106,37,83,100,0.51,ru,1682651438
467,virginia,48.6879,-91.9161,31,99,100,1.64,us,1682651439
468,edson,53.3776,-116.675,47,60,100,2.23,ca,1682651439
469,san mariano,17.0553,124.5312,81,81,1,5.16,ph,1682651440
470,kapa'a,34.4121,-157.13,62,84,100,7.45,us,1682651440
471,palasa,16.5517,86.47,84,68,75,1.52,in,1682651440
472,vitorino freire,-4.0481,-45.7012,73,97,100,0.06,br,1682651442
473,agadez,16.8401,7.6181,84,14,62,3.74,ne,1682651442
474,banamba,14.9813,-7.5468,79,11,17,3.24,ml,1682651443
475,hoxtolgay,46.4192,87.5136,60,30,62,2.52,cn,1682651443
476,i-n-salah,25.317,3.34,83,14,7,2.53,dz,1682651444
477,chifeng,43.8825,118.3114,53,13,18,5.78,cn,1682651444
478,weiser,44.36,-117.1702,64,51,71,3.35,us,1682651445
479,kudahuvadhoo,1.3646,64.0569,84,70,100,1.8,mv,1682651445
480,leava,-10.833,-179.3387,84,72,79,4.71,wf,1682651446
481,ojinaga,29.7874,-104.7598,74,12,0,1.57,mx,1682651446
482,portland,-47.4148,136.664,42,60,100,12.9,au,1682651447
483,kasempa,-14.23,25.9267,55,83,9,1.97,zm,1682651447
484,natal,-4.8312,-31.2025,82,78,100,3.84,br,1682651447
485,basco,20.2059,122.143,79,85,26,6.54,ph,1682651448
486,kabare,-2.7273,28.6722,59,97,100,1.86,cd,1682651448
487,nogliki,52.4848,144.6844,30,90,100,7.6,ru,1682651448
488,irymple,-34.6073,141.2156,66,59,54,5.49,au,1682651449
489,newman,-23.8563,117.6543,83,25,96,6.35,au,1682651449
490,skikda,37.7435,6.9239,65,76,27,5.73,dz,1682651450
491,sibay,52.37,58.9854,59,57,100,3.7,ru,1682651450
492,santa cruz del norte,23.8267,-81.9838,80,80,94,4.69,cu,1682651450
493,polyarnyy,79.0275,42.824,21,90,100,4.33,ru,1682651450
494,magdagachi,53.4182,126.4416,46,36,69,2.66,ru,1682651450
495,mao,16.5541,15.7832,83,12,2,3.46,td,1682651451
496,fort-shevchenko,44.3896,50.8827,64,61,0,4.15,kz,1682651451
497,cabedelo,-6.4492,-25.0487,82,73,10,4.74,br,1682651451
498,timiryazevskoye,56.5396,84.7849,62,53,100,4.58,ru,1682651452
499,banting,2.8049,101.6049,88,74,20,0.0,my,1682651452
500,antonio enes,-16.7581,40.3181,80,66,77,6.52,mz,1682651452
501,mahibadhoo,4.3894,68.0749,83,69,88,2.67,mv,1682651452
502,tripoli,33.8756,12.8645,65,80,95,2.9,ly,1682651452
503,brindisi,41.5375,18.2002,59,66,2,1.86,it,1682651453
504,santa ana,19.4833,127.2578,81,84,16,7.18,ph,1682651453
505,cable beach,-20.7001,122.1879,87,23,95,8.43,au,1682651453
506,anna regina,8.503,-58.0188,81,83,96,6.63,gy,1682651453
507,pahrump,37.0749,-115.7575,72,12,36,3.56,us,1682651454
508,yerofey pavlovich,53.4885,122.5161,45,38,100,2.99,ru,1682651454
509,manta,-1.0003,-81.4806,82,78,100,4.28,ec,1682651454
510,pasuquin,19.9401,118.6387,79,87,9,8.15,ph,1682651455
511,santo nino,7.6874,125.5602,86,57,80,2.54,ph,1682651455
512,fale old settlement,3.4402,-161.7519,81,80,80,4.83,tk,1682651455
513,lamu,-4.8095,45.3275,82,79,100,8.03,ke,1682651455
514,zhanaozen,43.9532,53.3342,70,43,0,3.37,kz,1682651456
515,onguday,50.2333,87.1373,36,73,94,1.29,ru,1682651456
516,keetmanshoop,-25.6392,19.4414,66,38,5,2.36,na,1682651456
517,x-can,20.7752,-87.5263,76,85,74,2.02,mx,1682651456
518,sokcho,38.7985,129.9997,58,65,67,3.65,kr,1682651456
519,zonguldak,43.5198,30.8754,51,75,100,12.18,tr,1682651457
520,am djarass,17.9868,24.9782,73,17,100,4.28,td,1682651457
521,rio grande,-34.2809,-50.3499,68,63,1,6.83,br,1682651457
522,usak,38.7585,29.552,37,84,90,2.8,tr,1682651457
523,gua musang,4.8477,102.0353,86,61,97,0.4,my,1682651458
524,meulaboh,3.7204,96.0428,82,76,99,1.46,id,1682651458
525,cam ranh,10.2317,113.117,84,77,84,5.78,vn,1682651458
526,ivdel',62.1579,59.8495,29,77,12,2.52,ru,1682651459
527,price,40.1176,-110.8952,45,66,50,4.95,us,1682651459
528,sandnessjoen,73.0133,7.9097,40,84,100,2.23,no,1682651459
529,jianshui,24.1905,101.3647,70,32,0,2.3,cn,1682651459
530,sonoita,31.4899,-112.9039,78,20,0,2.31,mx,1682651460
531,jinjiang,19.633,109.9441,88,58,35,5.54,cn,1682651460
532,prado,-19.5621,-30.5779,78,80,1,5.55,br,1682651460
533,puerto deseado,-46.7538,-60.7119,51,79,52,5.28,ar,1682651460
534,nantucket,39.0806,-68.522,52,67,32,2.71,us,1682651461
535,daru,-10.3351,139.8078,83,74,93,6.58,pg,1682651461
536,hithadhoo,-2.5036,72.8755,84,70,100,1.41,mv,1682651461
537,kardla,59.1418,22.2663,36,78,11,4.71,ee,1682651462
538,inverness,57.1434,-4.504,36,98,100,0.37,gb,1682651463
539,qamdo,33.0882,99.6123,28,38,100,6.17,cn,1682651463
540,kolwezi,-10.8096,24.8309,57,86,71,2.4,cd,1682651464
541,kavaratti,9.666,69.5228,82,66,73,0.64,in,1682651464
542,as sulayyil,21.439,43.9249,77,33,16,1.28,sa,1682651465
543,ar rass,25.5237,43.7654,73,36,0,4.82,sa,1682651466
544,turtas,59.3707,69.6934,37,95,100,4.9,ru,1682651466
545,al kharijah,23.1374,30.6526,74,20,0,1.64,eg,1682651466
546,childress,34.484,-100.3466,58,67,0,5.14,us,1682651467
547,marsh harbour,28.0703,-75.3717,73,79,100,4.79,bs,1682651467
548,igarka,68.0337,86.9877,23,87,42,3.21,ru,1682651468
549,nguruka,-4.456,30.9771,62,96,92,1.1,tz,1682651468
550,uturoa,-6.2401,-151.9753,83,74,11,5.57,pf,1682651469
551,dili,-8.6034,125.6199,77,77,66,3.19,tl,1682651470
552,nuuk,63.4153,-48.5117,-4,79,3,4.45,gl,1682651470
553,eseka,3.6741,10.8789,69,98,100,0.28,cm,1682651470
554,peruibe,-26.1428,-45.9392,75,69,0,6.37,br,1682651471
555,hailar,49.493,119.9437,46,22,98,6.6,cn,1682651471
556,visby,56.8929,18.9721,41,77,9,5.3,se,1682651472
557,da nang,16.6904,108.9094,81,86,61,6.13,vn,1682651473
558,hualien city,22.9989,122.376,78,83,21,4.78,tw,1682651473
559,moose jaw,50.1002,-106.6434,41,83,98,3.13,ca,1682651474
560,gumdag,38.3727,54.6478,75,44,100,3.67,tm,1682651474
561,cill airne,48.9402,-11.225,56,91,100,5.17,ie,1682651475
562,tamiahua,22.3525,-95.2567,80,90,97,3.1,mx,1682651476
563,kushiro,43.0804,144.8681,51,65,90,0.81,jp,1682651477
564,menongue,-16.0032,17.1937,61,46,43,2.9,ao,1682651478
565,umluj,24.0981,37.0281,77,70,0,5.41,sa,1682651479
566,ati,13.1133,18.9886,82,14,73,2.16,td,1682651479
567,wainwright,51.518,-110.3271,42,67,98,2.41,ca,1682651480
568,porto novo,15.1449,-38.3625,76,74,14,4.79,cv,1682651481
569,faro,35.8928,-8.0402,68,80,100,3.85,pt,1682651482
570,yeppoon,-20.3711,154.6744,77,64,8,6.95,au,1682651482
571,dawson creek,55.7779,-120.1448,53,82,100,7.64,ca,1682651483
572,gamba,-5.4698,8.6488,82,82,100,6.63,ga,1682651483
573,uruzgan,32.797,66.4751,60,33,21,1.7,af,1682651484
574,zwedru,5.6476,-8.6457,73,97,22,0.93,lr,1682651484
575,hinton,52.3697,-117.8685,38,83,74,2.44,ca,1682651485
